"env_step","pqn_SpaceInvaders-MinAtar - _step","pqn_SpaceInvaders-MinAtar - _step__MIN","pqn_SpaceInvaders-MinAtar - _step__MAX","pqn_SpaceInvaders-MinAtar - test_returned_episode_returns","pqn_SpaceInvaders-MinAtar - test_returned_episode_returns__MIN","pqn_SpaceInvaders-MinAtar - test_returned_episode_returns__MAX"
"212992","52","52","52","0","0","0"
"217088","53","53","53","0","0","0"
"221184","54","54","54","0","0","0"
"225280","55","55","55","0","0","0"
"229376","56","56","56","0","0","0"
"233472","57","57","57","0","0","0"
"237568","58","58","58","0","0","0"
"241664","59","59","59","0","0","0"
"245760","60","60","60","0","0","0"
"249856","61","61","61","0","0","0"
"253952","62","62","62","0","0","0"
"258048","63","63","63","0","0","0"
"262144","64","64","64","0","0","0"
"266240","65","65","65","0","0","0"
"270336","66","66","66","0","0","0"
"274432","67","67","67","0","0","0"
"278528","68","68","68","0","0","0"
"282624","69","69","69","0","0","0"
"286720","70","70","70","0","0","0"
"290816","71","71","71","0","0","0"
"294912","72","72","72","0","0","0"
"299008","73","73","73","0","0","0"
"303104","74","74","74","0","0","0"
"307200","75","75","75","0","0","0"
"311296","76","76","76","0","0","0"
"315392","77","77","77","0","0","0"
"319488","78","78","78","0","0","0"
"323584","79","79","79","0","0","0"
"327680","80","80","80","0","0","0"
"331776","81","81","81","0","0","0"
"335872","82","82","82","0","0","0"
"339968","83","83","83","0","0","0"
"344064","84","84","84","0","0","0"
"348160","85","85","85","0","0","0"
"352256","86","86","86","0","0","0"
"356352","87","87","87","0","0","0"
"360448","88","88","88","0","0","0"
"364544","89","89","89","0","0","0"
"368640","90","90","90","0","0","0"
"372736","91","91","91","0","0","0"
"376832","92","92","92","0","0","0"
"380928","93","93","93","0","0","0"
"385024","94","94","94","0","0","0"
"389120","95","95","95","0","0","0"
"393216","96","96","96","0","0","0"
"397312","97","97","97","0","0","0"
"401408","98","98","98","0","0","0"
"405504","99","99","99","0","0","0"
"409600","100","100","100","0","0","0"
"413696","101","101","101","0","0","0"
"417792","102","102","102","0","0","0"
"421888","103","103","103","0","0","0"
"425984","104","104","104","0","0","0"
"430080","105","105","105","0","0","0"
"434176","106","106","106","0","0","0"
"438272","107","107","107","0","0","0"
"442368","108","108","108","0","0","0"
"446464","109","109","109","0","0","0"
"450560","110","110","110","0","0","0"
"454656","111","111","111","0","0","0"
"458752","112","112","112","0","0","0"
"462848","113","113","113","0","0","0"
"466944","114","114","114","0","0","0"
"471040","115","115","115","0","0","0"
"475136","116","116","116","0","0","0"
"479232","117","117","117","0","0","0"
"483328","118","118","118","0","0","0"
"487424","119","119","119","0","0","0"
"491520","120","120","120","0","0","0"
"495616","121","121","121","0","0","0"
"499712","122","122","122","0","0","0"
"503808","123","123","123","0","0","0"
"507904","124","124","124","0","0","0"
"512000","125","125","125","0","0","0"
"516096","126","126","126","0","0","0"
"520192","127","127","127","0","0","0"
"524288","128","128","128","0","0","0"
"528384","129","129","129","0","0","0"
"532480","130","130","130","0","0","0"
"536576","131","131","131","0","0","0"
"540672","132","132","132","0","0","0"
"544768","133","133","133","0","0","0"
"548864","134","134","134","0","0","0"
"552960","135","135","135","0","0","0"
"557056","136","136","136","0","0","0"
"561152","137","137","137","0","0","0"
"565248","138","138","138","0","0","0"
"569344","139","139","139","0","0","0"
"573440","140","140","140","0","0","0"
"577536","141","141","141","0","0","0"
"581632","142","142","142","0","0","0"
"585728","143","143","143","0","0","0"
"589824","144","144","144","0","0","0"
"593920","145","145","145","0","0","0"
"598016","146","146","146","0","0","0"
"602112","147","147","147","0","0","0"
"606208","148","148","148","0","0","0"
"610304","149","149","149","0","0","0"
"614400","150","150","150","0","0","0"
"618496","151","151","151","0","0","0"
"622592","152","152","152","0","0","0"
"626688","153","153","153","0","0","0"
"630784","154","154","154","0","0","0"
"634880","155","155","155","0","0","0"
"638976","156","156","156","0","0","0"
"643072","157","157","157","0","0","0"
"647168","158","158","158","0","0","0"
"651264","159","159","159","0","0","0"
"655360","160","160","160","0","0","0"
"659456","161","161","161","0","0","0"
"663552","162","162","162","0","0","0"
"667648","163","163","163","0","0","0"
"671744","164","164","164","0","0","0"
"675840","165","165","165","0","0","0"
"679936","166","166","166","0","0","0"
"684032","167","167","167","0","0","0"
"688128","168","168","168","0","0","0"
"692224","169","169","169","0","0","0"
"696320","170","170","170","0","0","0"
"700416","171","171","171","0","0","0"
"704512","172","172","172","0","0","0"
"708608","173","173","173","0","0","0"
"712704","174","174","174","0","0","0"
"716800","175","175","175","0","0","0"
"720896","176","176","176","0","0","0"
"724992","177","177","177","0","0","0"
"729088","178","178","178","0","0","0"
"733184","179","179","179","0","0","0"
"737280","180","180","180","0","0","0"
"741376","181","181","181","0","0","0"
"745472","182","182","182","0","0","0"
"749568","183","183","183","0","0","0"
"753664","184","184","184","0","0","0"
"757760","185","185","185","0","0","0"
"761856","186","186","186","0","0","0"
"765952","187","187","187","0","0","0"
"770048","188","188","188","0","0","0"
"774144","189","189","189","0","0","0"
"778240","190","190","190","0","0","0"
"782336","191","191","191","0","0","0"
"786432","192","192","192","0","0","0"
"790528","193","193","193","0","0","0"
"794624","194","194","194","0","0","0"
"798720","195","195","195","0","0","0"
"802816","196","196","196","0","0","0"
"806912","197","197","197","0","0","0"
"811008","198","198","198","0","0","0"
"815104","199","199","199","0","0","0"
"819200","200","200","200","0","0","0"
"823296","201","201","201","0","0","0"
"827392","202","202","202","0","0","0"
"831488","203","203","203","0","0","0"
"835584","204","204","204","0","0","0"
"839680","205","205","205","0","0","0"
"843776","206","206","206","0","0","0"
"847872","207","207","207","0","0","0"
"851968","208","208","208","0","0","0"
"856064","209","209","209","0","0","0"
"860160","210","210","210","0","0","0"
"864256","211","211","211","0","0","0"
"868352","212","212","212","0","0","0"
"872448","213","213","213","0","0","0"
"876544","214","214","214","0","0","0"
"880640","215","215","215","0","0","0"
"884736","216","216","216","0","0","0"
"888832","217","217","217","0","0","0"
"892928","218","218","218","0","0","0"
"897024","219","219","219","0","0","0"
"901120","220","220","220","0","0","0"
"905216","221","221","221","0","0","0"
"909312","222","222","222","0","0","0"
"913408","223","223","223","0","0","0"
"917504","224","224","224","0","0","0"
"921600","225","225","225","0","0","0"
"925696","226","226","226","0","0","0"
"929792","227","227","227","0","0","0"
"933888","228","228","228","0","0","0"
"937984","229","229","229","0","0","0"
"942080","230","230","230","0","0","0"
"946176","231","231","231","0","0","0"
"950272","232","232","232","0","0","0"
"954368","233","233","233","0","0","0"
"958464","234","234","234","0","0","0"
"962560","235","235","235","0","0","0"
"966656","236","236","236","0","0","0"
"970752","237","237","237","0","0","0"
"974848","238","238","238","0","0","0"
"978944","239","239","239","0","0","0"
"983040","240","240","240","0","0","0"
"987136","241","241","241","0","0","0"
"991232","242","242","242","0","0","0"
"995328","243","243","243","0","0","0"
"999424","244","244","244","27","27","27"
"1003520","245","245","245","27","27","27"
"1007616","246","246","246","27","27","27"
"1011712","247","247","247","27","27","27"
"1015808","248","248","248","27","27","27"
"1019904","249","249","249","27","27","27"
"1024000","250","250","250","27","27","27"
"1028096","251","251","251","27","27","27"
"1032192","252","252","252","27","27","27"
"1036288","253","253","253","27","27","27"
"1040384","254","254","254","27","27","27"
"1044480","255","255","255","27","27","27"
"1048576","256","256","256","27","27","27"
"1052672","257","257","257","27","27","27"
"1056768","258","258","258","27","27","27"
"1060864","259","259","259","27","27","27"
"1064960","260","260","260","27","27","27"
"1069056","261","261","261","27","27","27"
"1073152","262","262","262","27","27","27"
"1077248","263","263","263","27","27","27"
"1081344","264","264","264","27","27","27"
"1085440","265","265","265","27","27","27"
"1089536","266","266","266","27","27","27"
"1093632","267","267","267","27","27","27"
"1097728","268","268","268","27","27","27"
"1101824","269","269","269","27","27","27"
"1105920","270","270","270","27","27","27"
"1110016","271","271","271","27","27","27"
"1114112","272","272","272","27","27","27"
"1118208","273","273","273","27","27","27"
"1122304","274","274","274","27","27","27"
"1126400","275","275","275","27","27","27"
"1130496","276","276","276","27","27","27"
"1134592","277","277","277","27","27","27"
"1138688","278","278","278","27","27","27"
"1142784","279","279","279","27","27","27"
"1146880","280","280","280","27","27","27"
"1150976","281","281","281","27","27","27"
"1155072","282","282","282","27","27","27"
"1159168","283","283","283","27","27","27"
"1163264","284","284","284","27","27","27"
"1167360","285","285","285","27","27","27"
"1171456","286","286","286","27","27","27"
"1175552","287","287","287","27","27","27"
"1179648","288","288","288","27","27","27"
"1183744","289","289","289","27","27","27"
"1187840","290","290","290","27","27","27"
"1191936","291","291","291","27","27","27"
"1196032","292","292","292","27","27","27"
"1200128","293","293","293","27","27","27"
"1204224","294","294","294","27","27","27"
"1208320","295","295","295","27","27","27"
"1212416","296","296","296","27","27","27"
"1216512","297","297","297","27","27","27"
"1220608","298","298","298","27","27","27"
"1224704","299","299","299","27","27","27"
"1228800","300","300","300","27","27","27"
"1232896","301","301","301","27","27","27"
"1236992","302","302","302","27","27","27"
"1241088","303","303","303","27","27","27"
"1245184","304","304","304","27","27","27"
"1249280","305","305","305","27","27","27"
"1253376","306","306","306","27","27","27"
"1257472","307","307","307","27","27","27"
"1261568","308","308","308","27","27","27"
"1265664","309","309","309","27","27","27"
"1269760","310","310","310","27","27","27"
"1273856","311","311","311","27","27","27"
"1277952","312","312","312","27","27","27"
"1282048","313","313","313","27","27","27"
"1286144","314","314","314","27","27","27"
"1290240","315","315","315","27","27","27"
"1294336","316","316","316","27","27","27"
"1298432","317","317","317","27","27","27"
"1302528","318","318","318","27","27","27"
"1306624","319","319","319","27","27","27"
"1310720","320","320","320","27","27","27"
"1314816","321","321","321","27","27","27"
"1318912","322","322","322","27","27","27"
"1323008","323","323","323","27","27","27"
"1327104","324","324","324","27","27","27"
"1331200","325","325","325","27","27","27"
"1335296","326","326","326","27","27","27"
"1339392","327","327","327","27","27","27"
"1343488","328","328","328","27","27","27"
"1347584","329","329","329","27","27","27"
"1351680","330","330","330","27","27","27"
"1355776","331","331","331","27","27","27"
"1359872","332","332","332","27","27","27"
"1363968","333","333","333","27","27","27"
"1368064","334","334","334","27","27","27"
"1372160","335","335","335","27","27","27"
"1376256","336","336","336","27","27","27"
"1380352","337","337","337","27","27","27"
"1384448","338","338","338","27","27","27"
"1388544","339","339","339","27","27","27"
"1392640","340","340","340","27","27","27"
"1396736","341","341","341","27","27","27"
"1400832","342","342","342","27","27","27"
"1404928","343","343","343","27","27","27"
"1409024","344","344","344","27","27","27"
"1413120","345","345","345","27","27","27"
"1417216","346","346","346","27","27","27"
"1421312","347","347","347","27","27","27"
"1425408","348","348","348","27","27","27"
"1429504","349","349","349","27","27","27"
"1433600","350","350","350","27","27","27"
"1437696","351","351","351","27","27","27"
"1441792","352","352","352","27","27","27"
"1445888","353","353","353","27","27","27"
"1449984","354","354","354","27","27","27"
"1454080","355","355","355","27","27","27"
"1458176","356","356","356","27","27","27"
"1462272","357","357","357","27","27","27"
"1466368","358","358","358","27","27","27"
"1470464","359","359","359","27","27","27"
"1474560","360","360","360","27","27","27"
"1478656","361","361","361","27","27","27"
"1482752","362","362","362","27","27","27"
"1486848","363","363","363","27","27","27"
"1490944","364","364","364","27","27","27"
"1495040","365","365","365","27","27","27"
"1499136","366","366","366","27","27","27"
"1503232","367","367","367","27","27","27"
"1507328","368","368","368","27","27","27"
"1511424","369","369","369","27","27","27"
"1515520","370","370","370","27","27","27"
"1519616","371","371","371","27","27","27"
"1523712","372","372","372","27","27","27"
"1527808","373","373","373","27","27","27"
"1531904","374","374","374","27","27","27"
"1536000","375","375","375","27","27","27"
"1540096","376","376","376","27","27","27"
"1544192","377","377","377","27","27","27"
"1548288","378","378","378","27","27","27"
"1552384","379","379","379","27","27","27"
"1556480","380","380","380","27","27","27"
"1560576","381","381","381","27","27","27"
"1564672","382","382","382","27","27","27"
"1568768","383","383","383","27","27","27"
"1572864","384","384","384","27","27","27"
"1576960","385","385","385","27","27","27"
"1581056","386","386","386","27","27","27"
"1585152","387","387","387","27","27","27"
"1589248","388","388","388","27","27","27"
"1593344","389","389","389","27","27","27"
"1597440","390","390","390","27","27","27"
"1601536","391","391","391","27","27","27"
"1605632","392","392","392","27","27","27"
"1609728","393","393","393","27","27","27"
"1613824","394","394","394","27","27","27"
"1617920","395","395","395","27","27","27"
"1622016","396","396","396","27","27","27"
"1626112","397","397","397","27","27","27"
"1630208","398","398","398","27","27","27"
"1634304","399","399","399","27","27","27"
"1638400","400","400","400","27","27","27"
"1642496","401","401","401","27","27","27"
"1646592","402","402","402","27","27","27"
"1650688","403","403","403","27","27","27"
"1654784","404","404","404","27","27","27"
"1658880","405","405","405","27","27","27"
"1662976","406","406","406","27","27","27"
"1667072","407","407","407","27","27","27"
"1671168","408","408","408","27","27","27"
"1675264","409","409","409","27","27","27"
"1679360","410","410","410","27","27","27"
"1683456","411","411","411","27","27","27"
"1687552","412","412","412","27","27","27"
"1691648","413","413","413","27","27","27"
"1695744","414","414","414","27","27","27"
"1699840","415","415","415","27","27","27"
"1703936","416","416","416","27","27","27"
"1708032","417","417","417","27","27","27"
"1712128","418","418","418","27","27","27"
"1716224","419","419","419","27","27","27"
"1720320","420","420","420","27","27","27"
"1724416","421","421","421","27","27","27"
"1728512","422","422","422","27","27","27"
"1732608","423","423","423","27","27","27"
"1736704","424","424","424","27","27","27"
"1740800","425","425","425","27","27","27"
"1744896","426","426","426","27","27","27"
"1748992","427","427","427","27","27","27"
"1753088","428","428","428","27","27","27"
"1757184","429","429","429","27","27","27"
"1761280","430","430","430","27","27","27"
"1765376","431","431","431","27","27","27"
"1769472","432","432","432","27","27","27"
"1773568","433","433","433","27","27","27"
"1777664","434","434","434","27","27","27"
"1781760","435","435","435","27","27","27"
"1785856","436","436","436","27","27","27"
"1789952","437","437","437","27","27","27"
"1794048","438","438","438","27","27","27"
"1798144","439","439","439","27","27","27"
"1802240","440","440","440","27","27","27"
"1806336","441","441","441","27","27","27"
"1810432","442","442","442","27","27","27"
"1814528","443","443","443","27","27","27"
"1818624","444","444","444","27","27","27"
"1822720","445","445","445","27","27","27"
"1826816","446","446","446","27","27","27"
"1830912","447","447","447","27","27","27"
"1835008","448","448","448","27","27","27"
"1839104","449","449","449","27","27","27"
"1843200","450","450","450","27","27","27"
"1847296","451","451","451","27","27","27"
"1851392","452","452","452","27","27","27"
"1855488","453","453","453","27","27","27"
"1859584","454","454","454","27","27","27"
"1863680","455","455","455","27","27","27"
"1867776","456","456","456","27","27","27"
"1871872","457","457","457","27","27","27"
"1875968","458","458","458","27","27","27"
"1880064","459","459","459","27","27","27"
"1884160","460","460","460","27","27","27"
"1888256","461","461","461","27","27","27"
"1892352","462","462","462","27","27","27"
"1896448","463","463","463","27","27","27"
"1900544","464","464","464","27","27","27"
"1904640","465","465","465","27","27","27"
"1908736","466","466","466","27","27","27"
"1912832","467","467","467","27","27","27"
"1916928","468","468","468","27","27","27"
"1921024","469","469","469","27","27","27"
"1925120","470","470","470","27","27","27"
"1929216","471","471","471","27","27","27"
"1933312","472","472","472","27","27","27"
"1937408","473","473","473","27","27","27"
"1941504","474","474","474","27","27","27"
"1945600","475","475","475","27","27","27"
"1949696","476","476","476","27","27","27"
"1953792","477","477","477","27","27","27"
"1957888","478","478","478","27","27","27"
"1961984","479","479","479","27","27","27"
"1966080","480","480","480","27","27","27"
"1970176","481","481","481","27","27","27"
"1974272","482","482","482","27","27","27"
"1978368","483","483","483","27","27","27"
"1982464","484","484","484","27","27","27"
"1986560","485","485","485","27","27","27"
"1990656","486","486","486","27","27","27"
"1994752","487","487","487","27","27","27"
"1998848","488","488","488","99","99","99"
"2002944","489","489","489","99","99","99"
"2007040","490","490","490","99","99","99"
"2011136","491","491","491","99","99","99"
"2015232","492","492","492","99","99","99"
"2019328","493","493","493","99","99","99"
"2023424","494","494","494","99","99","99"
"2027520","495","495","495","99","99","99"
"2031616","496","496","496","99","99","99"
"2035712","497","497","497","99","99","99"
"2039808","498","498","498","99","99","99"
"2043904","499","499","499","99","99","99"
"2048000","500","500","500","99","99","99"
"2052096","501","501","501","99","99","99"
"2056192","502","502","502","99","99","99"
"2060288","503","503","503","99","99","99"
"2064384","504","504","504","99","99","99"
"2068480","505","505","505","99","99","99"
"2072576","506","506","506","99","99","99"
"2076672","507","507","507","99","99","99"
"2080768","508","508","508","99","99","99"
"2084864","509","509","509","99","99","99"
"2088960","510","510","510","99","99","99"
"2093056","511","511","511","99","99","99"
"2097152","512","512","512","99","99","99"
"2101248","513","513","513","99","99","99"
"2105344","514","514","514","99","99","99"
"2109440","515","515","515","99","99","99"
"2113536","516","516","516","99","99","99"
"2117632","517","517","517","99","99","99"
"2121728","518","518","518","99","99","99"
"2125824","519","519","519","99","99","99"
"2129920","520","520","520","99","99","99"
"2134016","521","521","521","99","99","99"
"2138112","522","522","522","99","99","99"
"2142208","523","523","523","99","99","99"
"2146304","524","524","524","99","99","99"
"2150400","525","525","525","99","99","99"
"2154496","526","526","526","99","99","99"
"2158592","527","527","527","99","99","99"
"2162688","528","528","528","99","99","99"
"2166784","529","529","529","99","99","99"
"2170880","530","530","530","99","99","99"
"2174976","531","531","531","99","99","99"
"2179072","532","532","532","99","99","99"
"2183168","533","533","533","99","99","99"
"2187264","534","534","534","99","99","99"
"2191360","535","535","535","99","99","99"
"2195456","536","536","536","99","99","99"
"2199552","537","537","537","99","99","99"
"2203648","538","538","538","99","99","99"
"2207744","539","539","539","99","99","99"
"2211840","540","540","540","99","99","99"
"2215936","541","541","541","99","99","99"
"2220032","542","542","542","99","99","99"
"2224128","543","543","543","99","99","99"
"2228224","544","544","544","99","99","99"
"2232320","545","545","545","99","99","99"
"2236416","546","546","546","99","99","99"
"2240512","547","547","547","99","99","99"
"2244608","548","548","548","99","99","99"
"2248704","549","549","549","99","99","99"
"2252800","550","550","550","99","99","99"
"2256896","551","551","551","99","99","99"
"2260992","552","552","552","99","99","99"
"2265088","553","553","553","99","99","99"
"2269184","554","554","554","99","99","99"
"2273280","555","555","555","99","99","99"
"2277376","556","556","556","99","99","99"
"2281472","557","557","557","99","99","99"
"2285568","558","558","558","99","99","99"
"2289664","559","559","559","99","99","99"
"2293760","560","560","560","99","99","99"
"2297856","561","561","561","99","99","99"
"2301952","562","562","562","99","99","99"
"2306048","563","563","563","99","99","99"
"2310144","564","564","564","99","99","99"
"2314240","565","565","565","99","99","99"
"2318336","566","566","566","99","99","99"
"2322432","567","567","567","99","99","99"
"2326528","568","568","568","99","99","99"
"2330624","569","569","569","99","99","99"
"2334720","570","570","570","99","99","99"
"2338816","571","571","571","99","99","99"
"2342912","572","572","572","99","99","99"
"2347008","573","573","573","99","99","99"
"2351104","574","574","574","99","99","99"
"2355200","575","575","575","99","99","99"
"2359296","576","576","576","99","99","99"
"2363392","577","577","577","99","99","99"
"2367488","578","578","578","99","99","99"
"2371584","579","579","579","99","99","99"
"2375680","580","580","580","99","99","99"
"2379776","581","581","581","99","99","99"
"2383872","582","582","582","99","99","99"
"2387968","583","583","583","99","99","99"
"2392064","584","584","584","99","99","99"
"2396160","585","585","585","99","99","99"
"2400256","586","586","586","99","99","99"
"2404352","587","587","587","99","99","99"
"2408448","588","588","588","99","99","99"
"2412544","589","589","589","99","99","99"
"2416640","590","590","590","99","99","99"
"2420736","591","591","591","99","99","99"
"2424832","592","592","592","99","99","99"
"2428928","593","593","593","99","99","99"
"2433024","594","594","594","99","99","99"
"2437120","595","595","595","99","99","99"
"2441216","596","596","596","99","99","99"
"2445312","597","597","597","99","99","99"
"2449408","598","598","598","99","99","99"
"2453504","599","599","599","99","99","99"
"2457600","600","600","600","99","99","99"
"2461696","601","601","601","99","99","99"
"2465792","602","602","602","99","99","99"
"2469888","603","603","603","99","99","99"
"2473984","604","604","604","99","99","99"
"2478080","605","605","605","99","99","99"
"2482176","606","606","606","99","99","99"
"2486272","607","607","607","99","99","99"
"2490368","608","608","608","99","99","99"
"2494464","609","609","609","99","99","99"
"2498560","610","610","610","99","99","99"
"2502656","611","611","611","99","99","99"
"2506752","612","612","612","99","99","99"
"2510848","613","613","613","99","99","99"
"2514944","614","614","614","99","99","99"
"2519040","615","615","615","99","99","99"
"2523136","616","616","616","99","99","99"
"2527232","617","617","617","99","99","99"
"2531328","618","618","618","99","99","99"
"2535424","619","619","619","99","99","99"
"2539520","620","620","620","99","99","99"
"2543616","621","621","621","99","99","99"
"2547712","622","622","622","99","99","99"
"2551808","623","623","623","99","99","99"
"2555904","624","624","624","99","99","99"
"2560000","625","625","625","99","99","99"
"2564096","626","626","626","99","99","99"
"2568192","627","627","627","99","99","99"
"2572288","628","628","628","99","99","99"
"2576384","629","629","629","99","99","99"
"2580480","630","630","630","99","99","99"
"2584576","631","631","631","99","99","99"
"2588672","632","632","632","99","99","99"
"2592768","633","633","633","99","99","99"
"2596864","634","634","634","99","99","99"
"2600960","635","635","635","99","99","99"
"2605056","636","636","636","99","99","99"
"2609152","637","637","637","99","99","99"
"2613248","638","638","638","99","99","99"
"2617344","639","639","639","99","99","99"
"2621440","640","640","640","99","99","99"
"2625536","641","641","641","99","99","99"
"2629632","642","642","642","99","99","99"
"2633728","643","643","643","99","99","99"
"2637824","644","644","644","99","99","99"
"2641920","645","645","645","99","99","99"
"2646016","646","646","646","99","99","99"
"2650112","647","647","647","99","99","99"
"2654208","648","648","648","99","99","99"
"2658304","649","649","649","99","99","99"
"2662400","650","650","650","99","99","99"
"2666496","651","651","651","99","99","99"
"2670592","652","652","652","99","99","99"
"2674688","653","653","653","99","99","99"
"2678784","654","654","654","99","99","99"
"2682880","655","655","655","99","99","99"
"2686976","656","656","656","99","99","99"
"2691072","657","657","657","99","99","99"
"2695168","658","658","658","99","99","99"
"2699264","659","659","659","99","99","99"
"2703360","660","660","660","99","99","99"
"2707456","661","661","661","99","99","99"
"2711552","662","662","662","99","99","99"
"2715648","663","663","663","99","99","99"
"2719744","664","664","664","99","99","99"
"2723840","665","665","665","99","99","99"
"2727936","666","666","666","99","99","99"
"2732032","667","667","667","99","99","99"
"2736128","668","668","668","99","99","99"
"2740224","669","669","669","99","99","99"
"2744320","670","670","670","99","99","99"
"2748416","671","671","671","99","99","99"
"2752512","672","672","672","99","99","99"
"2756608","673","673","673","99","99","99"
"2760704","674","674","674","99","99","99"
"2764800","675","675","675","99","99","99"
"2768896","676","676","676","99","99","99"
"2772992","677","677","677","99","99","99"
"2777088","678","678","678","99","99","99"
"2781184","679","679","679","99","99","99"
"2785280","680","680","680","99","99","99"
"2789376","681","681","681","99","99","99"
"2793472","682","682","682","99","99","99"
"2797568","683","683","683","99","99","99"
"2801664","684","684","684","99","99","99"
"2805760","685","685","685","99","99","99"
"2809856","686","686","686","99","99","99"
"2813952","687","687","687","99","99","99"
"2818048","688","688","688","99","99","99"
"2822144","689","689","689","99","99","99"
"2826240","690","690","690","99","99","99"
"2830336","691","691","691","99","99","99"
"2834432","692","692","692","99","99","99"
"2838528","693","693","693","99","99","99"
"2842624","694","694","694","99","99","99"
"2846720","695","695","695","99","99","99"
"2850816","696","696","696","99","99","99"
"2854912","697","697","697","99","99","99"
"2859008","698","698","698","99","99","99"
"2863104","699","699","699","99","99","99"
"2867200","700","700","700","99","99","99"
"2871296","701","701","701","99","99","99"
"2875392","702","702","702","99","99","99"
"2879488","703","703","703","99","99","99"
"2883584","704","704","704","99","99","99"
"2887680","705","705","705","99","99","99"
"2891776","706","706","706","99","99","99"
"2895872","707","707","707","99","99","99"
"2899968","708","708","708","99","99","99"
"2904064","709","709","709","99","99","99"
"2908160","710","710","710","99","99","99"
"2912256","711","711","711","99","99","99"
"2916352","712","712","712","99","99","99"
"2920448","713","713","713","99","99","99"
"2924544","714","714","714","99","99","99"
"2928640","715","715","715","99","99","99"
"2932736","716","716","716","99","99","99"
"2936832","717","717","717","99","99","99"
"2940928","718","718","718","99","99","99"
"2945024","719","719","719","99","99","99"
"2949120","720","720","720","99","99","99"
"2953216","721","721","721","99","99","99"
"2957312","722","722","722","99","99","99"
"2961408","723","723","723","99","99","99"
"2965504","724","724","724","99","99","99"
"2969600","725","725","725","99","99","99"
"2973696","726","726","726","99","99","99"
"2977792","727","727","727","99","99","99"
"2981888","728","728","728","99","99","99"
"2985984","729","729","729","99","99","99"
"2990080","730","730","730","99","99","99"
"2994176","731","731","731","99","99","99"
"2998272","732","732","732","50","50","50"
"3002368","733","733","733","50","50","50"
"3006464","734","734","734","50","50","50"
"3010560","735","735","735","50","50","50"
"3014656","736","736","736","50","50","50"
"3018752","737","737","737","50","50","50"
"3022848","738","738","738","50","50","50"
"3026944","739","739","739","50","50","50"
"3031040","740","740","740","50","50","50"
"3035136","741","741","741","50","50","50"
"3039232","742","742","742","50","50","50"
"3043328","743","743","743","50","50","50"
"3047424","744","744","744","50","50","50"
"3051520","745","745","745","50","50","50"
"3055616","746","746","746","50","50","50"
"3059712","747","747","747","50","50","50"
"3063808","748","748","748","50","50","50"
"3067904","749","749","749","50","50","50"
"3072000","750","750","750","50","50","50"
"3076096","751","751","751","50","50","50"
"3080192","752","752","752","50","50","50"
"3084288","753","753","753","50","50","50"
"3088384","754","754","754","50","50","50"
"3092480","755","755","755","50","50","50"
"3096576","756","756","756","50","50","50"
"3100672","757","757","757","50","50","50"
"3104768","758","758","758","50","50","50"
"3108864","759","759","759","50","50","50"
"3112960","760","760","760","50","50","50"
"3117056","761","761","761","50","50","50"
"3121152","762","762","762","50","50","50"
"3125248","763","763","763","50","50","50"
"3129344","764","764","764","50","50","50"
"3133440","765","765","765","50","50","50"
"3137536","766","766","766","50","50","50"
"3141632","767","767","767","50","50","50"
"3145728","768","768","768","50","50","50"
"3149824","769","769","769","50","50","50"
"3153920","770","770","770","50","50","50"
"3158016","771","771","771","50","50","50"
