"env_step","pqn_Freeway-MinAtar - _step","pqn_Freeway-MinAtar - _step__MIN","pqn_Freeway-MinAtar - _step__MAX","pqn_Freeway-MinAtar - returned_episode_returns","pqn_Freeway-MinAtar - returned_episode_returns__MIN","pqn_Freeway-MinAtar - returned_episode_returns__MAX"
"221184","54","54","54","0","0","0"
"225280","55","55","55","0","0","0"
"229376","56","56","56","0","0","0"
"233472","57","57","57","0","0","0"
"237568","58","58","58","0","0","0"
"241664","59","59","59","0","0","0"
"245760","60","60","60","0","0","0"
"249856","61","61","61","0","0","0"
"253952","62","62","62","0","0","0"
"258048","63","63","63","0","0","0"
"262144","64","64","64","0","0","0"
"266240","65","65","65","0","0","0"
"270336","66","66","66","0","0","0"
"274432","67","67","67","0","0","0"
"278528","68","68","68","0","0","0"
"282624","69","69","69","0","0","0"
"286720","70","70","70","0","0","0"
"290816","71","71","71","0","0","0"
"294912","72","72","72","0","0","0"
"299008","73","73","73","0","0","0"
"303104","74","74","74","0","0","0"
"307200","75","75","75","0","0","0"
"311296","76","76","76","0","0","0"
"315392","77","77","77","0","0","0"
"319488","78","78","78","0","0","0"
"323584","79","79","79","0.43896484375","0.43896484375","0.43896484375"
"327680","80","80","80","0.484375","0.484375","0.484375"
"331776","81","81","81","0.484375","0.484375","0.484375"
"335872","82","82","82","0.484375","0.484375","0.484375"
"339968","83","83","83","0.484375","0.484375","0.484375"
"344064","84","84","84","0.484375","0.484375","0.484375"
"348160","85","85","85","0.484375","0.484375","0.484375"
"352256","86","86","86","0.484375","0.484375","0.484375"
"356352","87","87","87","0.484375","0.484375","0.484375"
"360448","88","88","88","0.484375","0.484375","0.484375"
"364544","89","89","89","0.484375","0.484375","0.484375"
"368640","90","90","90","0.484375","0.484375","0.484375"
"372736","91","91","91","0.484375","0.484375","0.484375"
"376832","92","92","92","0.484375","0.484375","0.484375"
"380928","93","93","93","0.484375","0.484375","0.484375"
"385024","94","94","94","0.484375","0.484375","0.484375"
"389120","95","95","95","0.484375","0.484375","0.484375"
"393216","96","96","96","0.484375","0.484375","0.484375"
"397312","97","97","97","0.484375","0.484375","0.484375"
"401408","98","98","98","0.484375","0.484375","0.484375"
"405504","99","99","99","0.484375","0.484375","0.484375"
"409600","100","100","100","0.484375","0.484375","0.484375"
"413696","101","101","101","0.484375","0.484375","0.484375"
"417792","102","102","102","0.484375","0.484375","0.484375"
"421888","103","103","103","0.484375","0.484375","0.484375"
"425984","104","104","104","0.484375","0.484375","0.484375"
"430080","105","105","105","0.484375","0.484375","0.484375"
"434176","106","106","106","0.484375","0.484375","0.484375"
"438272","107","107","107","0.484375","0.484375","0.484375"
"442368","108","108","108","0.484375","0.484375","0.484375"
"446464","109","109","109","0.484375","0.484375","0.484375"
"450560","110","110","110","0.484375","0.484375","0.484375"
"454656","111","111","111","0.484375","0.484375","0.484375"
"458752","112","112","112","0.484375","0.484375","0.484375"
"462848","113","113","113","0.484375","0.484375","0.484375"
"466944","114","114","114","0.484375","0.484375","0.484375"
"471040","115","115","115","0.484375","0.484375","0.484375"
"475136","116","116","116","0.484375","0.484375","0.484375"
"479232","117","117","117","0.484375","0.484375","0.484375"
"483328","118","118","118","0.484375","0.484375","0.484375"
"487424","119","119","119","0.484375","0.484375","0.484375"
"491520","120","120","120","0.484375","0.484375","0.484375"
"495616","121","121","121","0.484375","0.484375","0.484375"
"499712","122","122","122","0.484375","0.484375","0.484375"
"503808","123","123","123","0.484375","0.484375","0.484375"
"507904","124","124","124","0.484375","0.484375","0.484375"
"512000","125","125","125","0.484375","0.484375","0.484375"
"516096","126","126","126","0.484375","0.484375","0.484375"
"520192","127","127","127","0.484375","0.484375","0.484375"
"524288","128","128","128","0.484375","0.484375","0.484375"
"528384","129","129","129","0.484375","0.484375","0.484375"
"532480","130","130","130","0.484375","0.484375","0.484375"
"536576","131","131","131","0.484375","0.484375","0.484375"
"540672","132","132","132","0.484375","0.484375","0.484375"
"544768","133","133","133","0.484375","0.484375","0.484375"
"548864","134","134","134","0.484375","0.484375","0.484375"
"552960","135","135","135","0.484375","0.484375","0.484375"
"557056","136","136","136","0.484375","0.484375","0.484375"
"561152","137","137","137","0.484375","0.484375","0.484375"
"565248","138","138","138","0.484375","0.484375","0.484375"
"569344","139","139","139","0.484375","0.484375","0.484375"
"573440","140","140","140","0.484375","0.484375","0.484375"
"577536","141","141","141","0.484375","0.484375","0.484375"
"581632","142","142","142","0.484375","0.484375","0.484375"
"585728","143","143","143","0.484375","0.484375","0.484375"
"589824","144","144","144","0.484375","0.484375","0.484375"
"593920","145","145","145","0.484375","0.484375","0.484375"
"598016","146","146","146","0.484375","0.484375","0.484375"
"602112","147","147","147","0.484375","0.484375","0.484375"
"606208","148","148","148","0.484375","0.484375","0.484375"
"610304","149","149","149","0.484375","0.484375","0.484375"
"614400","150","150","150","0.484375","0.484375","0.484375"
"618496","151","151","151","0.484375","0.484375","0.484375"
"622592","152","152","152","0.484375","0.484375","0.484375"
"626688","153","153","153","0.484375","0.484375","0.484375"
"630784","154","154","154","0.484375","0.484375","0.484375"
"634880","155","155","155","0.484375","0.484375","0.484375"
"638976","156","156","156","0.484375","0.484375","0.484375"
"643072","157","157","157","1.637939453125","1.637939453125","1.637939453125"
"647168","158","158","158","1.9609375","1.9609375","1.9609375"
"651264","159","159","159","1.9609375","1.9609375","1.9609375"
"655360","160","160","160","1.9609375","1.9609375","1.9609375"
"659456","161","161","161","1.9609375","1.9609375","1.9609375"
"663552","162","162","162","1.9609375","1.9609375","1.9609375"
"667648","163","163","163","1.9609375","1.9609375","1.9609375"
"671744","164","164","164","1.9609375","1.9609375","1.9609375"
"675840","165","165","165","1.9609375","1.9609375","1.9609375"
"679936","166","166","166","1.9609375","1.9609375","1.9609375"
"684032","167","167","167","1.9609375","1.9609375","1.9609375"
"688128","168","168","168","1.9609375","1.9609375","1.9609375"
"692224","169","169","169","1.9609375","1.9609375","1.9609375"
"696320","170","170","170","1.9609375","1.9609375","1.9609375"
"700416","171","171","171","1.9609375","1.9609375","1.9609375"
"704512","172","172","172","1.9609375","1.9609375","1.9609375"
"708608","173","173","173","1.9609375","1.9609375","1.9609375"
"712704","174","174","174","1.9609375","1.9609375","1.9609375"
"716800","175","175","175","1.9609375","1.9609375","1.9609375"
"720896","176","176","176","1.9609375","1.9609375","1.9609375"
"724992","177","177","177","1.9609375","1.9609375","1.9609375"
"729088","178","178","178","1.9609375","1.9609375","1.9609375"
"733184","179","179","179","1.9609375","1.9609375","1.9609375"
"737280","180","180","180","1.9609375","1.9609375","1.9609375"
"741376","181","181","181","1.9609375","1.9609375","1.9609375"
"745472","182","182","182","1.9609375","1.9609375","1.9609375"
"749568","183","183","183","1.9609375","1.9609375","1.9609375"
"753664","184","184","184","1.9609375","1.9609375","1.9609375"
"757760","185","185","185","1.9609375","1.9609375","1.9609375"
"761856","186","186","186","1.9609375","1.9609375","1.9609375"
"765952","187","187","187","1.9609375","1.9609375","1.9609375"
"770048","188","188","188","1.9609375","1.9609375","1.9609375"
"774144","189","189","189","1.9609375","1.9609375","1.9609375"
"778240","190","190","190","1.9609375","1.9609375","1.9609375"
"782336","191","191","191","1.9609375","1.9609375","1.9609375"
"786432","192","192","192","1.9609375","1.9609375","1.9609375"
"790528","193","193","193","1.9609375","1.9609375","1.9609375"
"794624","194","194","194","1.9609375","1.9609375","1.9609375"
"798720","195","195","195","1.9609375","1.9609375","1.9609375"
"802816","196","196","196","1.9609375","1.9609375","1.9609375"
"806912","197","197","197","1.9609375","1.9609375","1.9609375"
"811008","198","198","198","1.9609375","1.9609375","1.9609375"
"815104","199","199","199","1.9609375","1.9609375","1.9609375"
"819200","200","200","200","1.9609375","1.9609375","1.9609375"
"823296","201","201","201","1.9609375","1.9609375","1.9609375"
"827392","202","202","202","1.9609375","1.9609375","1.9609375"
"831488","203","203","203","1.9609375","1.9609375","1.9609375"
"835584","204","204","204","1.9609375","1.9609375","1.9609375"
"839680","205","205","205","1.9609375","1.9609375","1.9609375"
"843776","206","206","206","1.9609375","1.9609375","1.9609375"
"847872","207","207","207","1.9609375","1.9609375","1.9609375"
"851968","208","208","208","1.9609375","1.9609375","1.9609375"
"856064","209","209","209","1.9609375","1.9609375","1.9609375"
"860160","210","210","210","1.9609375","1.9609375","1.9609375"
"864256","211","211","211","1.9609375","1.9609375","1.9609375"
"868352","212","212","212","1.9609375","1.9609375","1.9609375"
"872448","213","213","213","1.9609375","1.9609375","1.9609375"
"876544","214","214","214","1.9609375","1.9609375","1.9609375"
"880640","215","215","215","1.9609375","1.9609375","1.9609375"
"884736","216","216","216","1.9609375","1.9609375","1.9609375"
"888832","217","217","217","1.9609375","1.9609375","1.9609375"
"892928","218","218","218","1.9609375","1.9609375","1.9609375"
"897024","219","219","219","1.9609375","1.9609375","1.9609375"
"901120","220","220","220","1.9609375","1.9609375","1.9609375"
"905216","221","221","221","1.9609375","1.9609375","1.9609375"
"909312","222","222","222","1.9609375","1.9609375","1.9609375"
"913408","223","223","223","1.9609375","1.9609375","1.9609375"
"917504","224","224","224","1.9609375","1.9609375","1.9609375"
"921600","225","225","225","1.9609375","1.9609375","1.9609375"
"925696","226","226","226","1.9609375","1.9609375","1.9609375"
"929792","227","227","227","1.9609375","1.9609375","1.9609375"
"933888","228","228","228","1.9609375","1.9609375","1.9609375"
"937984","229","229","229","1.9609375","1.9609375","1.9609375"
"942080","230","230","230","1.9609375","1.9609375","1.9609375"
"946176","231","231","231","1.9609375","1.9609375","1.9609375"
"950272","232","232","232","1.9609375","1.9609375","1.9609375"
"954368","233","233","233","1.9609375","1.9609375","1.9609375"
"958464","234","234","234","1.9609375","1.9609375","1.9609375"
"962560","235","235","235","3.750244140625","3.750244140625","3.750244140625"
"966656","236","236","236","4.6875","4.6875","4.6875"
"970752","237","237","237","4.6875","4.6875","4.6875"
"974848","238","238","238","4.6875","4.6875","4.6875"
"978944","239","239","239","4.6875","4.6875","4.6875"
"983040","240","240","240","4.6875","4.6875","4.6875"
"987136","241","241","241","4.6875","4.6875","4.6875"
"991232","242","242","242","4.6875","4.6875","4.6875"
"995328","243","243","243","4.6875","4.6875","4.6875"
"999424","244","244","244","4.6875","4.6875","4.6875"
"1003520","245","245","245","4.6875","4.6875","4.6875"
"1007616","246","246","246","4.6875","4.6875","4.6875"
"1011712","247","247","247","4.6875","4.6875","4.6875"
"1015808","248","248","248","4.6875","4.6875","4.6875"
"1019904","249","249","249","4.6875","4.6875","4.6875"
"1024000","250","250","250","4.6875","4.6875","4.6875"
"1028096","251","251","251","4.6875","4.6875","4.6875"
"1032192","252","252","252","4.6875","4.6875","4.6875"
"1036288","253","253","253","4.6875","4.6875","4.6875"
"1040384","254","254","254","4.6875","4.6875","4.6875"
"1044480","255","255","255","4.6875","4.6875","4.6875"
"1048576","256","256","256","4.6875","4.6875","4.6875"
"1052672","257","257","257","4.6875","4.6875","4.6875"
"1056768","258","258","258","4.6875","4.6875","4.6875"
"1060864","259","259","259","4.6875","4.6875","4.6875"
"1064960","260","260","260","4.6875","4.6875","4.6875"
"1069056","261","261","261","4.6875","4.6875","4.6875"
"1073152","262","262","262","4.6875","4.6875","4.6875"
"1077248","263","263","263","4.6875","4.6875","4.6875"
"1081344","264","264","264","4.6875","4.6875","4.6875"
"1085440","265","265","265","4.6875","4.6875","4.6875"
"1089536","266","266","266","4.6875","4.6875","4.6875"
"1093632","267","267","267","4.6875","4.6875","4.6875"
"1097728","268","268","268","4.6875","4.6875","4.6875"
"1101824","269","269","269","4.6875","4.6875","4.6875"
"1105920","270","270","270","4.6875","4.6875","4.6875"
"1110016","271","271","271","4.6875","4.6875","4.6875"
"1114112","272","272","272","4.6875","4.6875","4.6875"
"1118208","273","273","273","4.6875","4.6875","4.6875"
"1122304","274","274","274","4.6875","4.6875","4.6875"
"1126400","275","275","275","4.6875","4.6875","4.6875"
"1130496","276","276","276","4.6875","4.6875","4.6875"
"1134592","277","277","277","4.6875","4.6875","4.6875"
"1138688","278","278","278","4.6875","4.6875","4.6875"
"1142784","279","279","279","4.6875","4.6875","4.6875"
"1146880","280","280","280","4.6875","4.6875","4.6875"
"1150976","281","281","281","4.6875","4.6875","4.6875"
"1155072","282","282","282","4.6875","4.6875","4.6875"
"1159168","283","283","283","4.6875","4.6875","4.6875"
"1163264","284","284","284","4.6875","4.6875","4.6875"
"1167360","285","285","285","4.6875","4.6875","4.6875"
"1171456","286","286","286","4.6875","4.6875","4.6875"
"1175552","287","287","287","4.6875","4.6875","4.6875"
"1179648","288","288","288","4.6875","4.6875","4.6875"
"1183744","289","289","289","4.6875","4.6875","4.6875"
"1187840","290","290","290","4.6875","4.6875","4.6875"
"1191936","291","291","291","4.6875","4.6875","4.6875"
"1196032","292","292","292","4.6875","4.6875","4.6875"
"1200128","293","293","293","4.6875","4.6875","4.6875"
"1204224","294","294","294","4.6875","4.6875","4.6875"
"1208320","295","295","295","4.6875","4.6875","4.6875"
"1212416","296","296","296","4.6875","4.6875","4.6875"
"1216512","297","297","297","4.6875","4.6875","4.6875"
"1220608","298","298","298","4.6875","4.6875","4.6875"
"1224704","299","299","299","4.6875","4.6875","4.6875"
"1228800","300","300","300","4.6875","4.6875","4.6875"
"1232896","301","301","301","4.6875","4.6875","4.6875"
"1236992","302","302","302","4.6875","4.6875","4.6875"
"1241088","303","303","303","4.6875","4.6875","4.6875"
"1245184","304","304","304","4.6875","4.6875","4.6875"
"1249280","305","305","305","4.6875","4.6875","4.6875"
"1253376","306","306","306","4.6875","4.6875","4.6875"
"1257472","307","307","307","4.6875","4.6875","4.6875"
"1261568","308","308","308","4.6875","4.6875","4.6875"
"1265664","309","309","309","4.6875","4.6875","4.6875"
"1269760","310","310","310","4.6875","4.6875","4.6875"
"1273856","311","311","311","4.6875","4.6875","4.6875"
"1277952","312","312","312","4.6875","4.6875","4.6875"
"1282048","313","313","313","8.5888671875","8.5888671875","8.5888671875"
"1286144","314","314","314","12.03125","12.03125","12.03125"
"1290240","315","315","315","12.03125","12.03125","12.03125"
"1294336","316","316","316","12.03125","12.03125","12.03125"
"1298432","317","317","317","12.03125","12.03125","12.03125"
"1302528","318","318","318","12.03125","12.03125","12.03125"
"1306624","319","319","319","12.03125","12.03125","12.03125"
"1310720","320","320","320","12.03125","12.03125","12.03125"
"1314816","321","321","321","12.03125","12.03125","12.03125"
"1318912","322","322","322","12.03125","12.03125","12.03125"
"1323008","323","323","323","12.03125","12.03125","12.03125"
"1327104","324","324","324","12.03125","12.03125","12.03125"
"1331200","325","325","325","12.03125","12.03125","12.03125"
"1335296","326","326","326","12.03125","12.03125","12.03125"
"1339392","327","327","327","12.03125","12.03125","12.03125"
"1343488","328","328","328","12.03125","12.03125","12.03125"
"1347584","329","329","329","12.03125","12.03125","12.03125"
"1351680","330","330","330","12.03125","12.03125","12.03125"
"1355776","331","331","331","12.03125","12.03125","12.03125"
"1359872","332","332","332","12.03125","12.03125","12.03125"
"1363968","333","333","333","12.03125","12.03125","12.03125"
"1368064","334","334","334","12.03125","12.03125","12.03125"
"1372160","335","335","335","12.03125","12.03125","12.03125"
"1376256","336","336","336","12.03125","12.03125","12.03125"
"1380352","337","337","337","12.03125","12.03125","12.03125"
"1384448","338","338","338","12.03125","12.03125","12.03125"
"1388544","339","339","339","12.03125","12.03125","12.03125"
"1392640","340","340","340","12.03125","12.03125","12.03125"
"1396736","341","341","341","12.03125","12.03125","12.03125"
"1400832","342","342","342","12.03125","12.03125","12.03125"
"1404928","343","343","343","12.03125","12.03125","12.03125"
"1409024","344","344","344","12.03125","12.03125","12.03125"
"1413120","345","345","345","12.03125","12.03125","12.03125"
"1417216","346","346","346","12.03125","12.03125","12.03125"
"1421312","347","347","347","12.03125","12.03125","12.03125"
"1425408","348","348","348","12.03125","12.03125","12.03125"
"1429504","349","349","349","12.03125","12.03125","12.03125"
"1433600","350","350","350","12.03125","12.03125","12.03125"
"1437696","351","351","351","12.03125","12.03125","12.03125"
"1441792","352","352","352","12.03125","12.03125","12.03125"
"1445888","353","353","353","12.03125","12.03125","12.03125"
"1449984","354","354","354","12.03125","12.03125","12.03125"
"1454080","355","355","355","12.03125","12.03125","12.03125"
"1458176","356","356","356","12.03125","12.03125","12.03125"
"1462272","357","357","357","12.03125","12.03125","12.03125"
"1466368","358","358","358","12.03125","12.03125","12.03125"
"1470464","359","359","359","12.03125","12.03125","12.03125"
"1474560","360","360","360","12.03125","12.03125","12.03125"
"1478656","361","361","361","12.03125","12.03125","12.03125"
"1482752","362","362","362","12.03125","12.03125","12.03125"
"1486848","363","363","363","12.03125","12.03125","12.03125"
"1490944","364","364","364","12.03125","12.03125","12.03125"
"1495040","365","365","365","12.03125","12.03125","12.03125"
"1499136","366","366","366","12.03125","12.03125","12.03125"
"1503232","367","367","367","12.03125","12.03125","12.03125"
"1507328","368","368","368","12.03125","12.03125","12.03125"
"1511424","369","369","369","12.03125","12.03125","12.03125"
"1515520","370","370","370","12.03125","12.03125","12.03125"
"1519616","371","371","371","12.03125","12.03125","12.03125"
"1523712","372","372","372","12.03125","12.03125","12.03125"
"1527808","373","373","373","12.03125","12.03125","12.03125"
"1531904","374","374","374","12.03125","12.03125","12.03125"
"1536000","375","375","375","12.03125","12.03125","12.03125"
"1540096","376","376","376","12.03125","12.03125","12.03125"
"1544192","377","377","377","12.03125","12.03125","12.03125"
"1548288","378","378","378","12.03125","12.03125","12.03125"
"1552384","379","379","379","12.03125","12.03125","12.03125"
"1556480","380","380","380","12.03125","12.03125","12.03125"
"1560576","381","381","381","12.03125","12.03125","12.03125"
"1564672","382","382","382","12.03125","12.03125","12.03125"
"1568768","383","383","383","12.03125","12.03125","12.03125"
"1572864","384","384","384","12.03125","12.03125","12.03125"
"1576960","385","385","385","12.03125","12.03125","12.03125"
"1581056","386","386","386","12.03125","12.03125","12.03125"
"1585152","387","387","387","12.03125","12.03125","12.03125"
"1589248","388","388","388","12.03125","12.03125","12.03125"
"1593344","389","389","389","12.03125","12.03125","12.03125"
"1597440","390","390","390","12.03125","12.03125","12.03125"
"1601536","391","391","391","15.9794921875","15.9794921875","15.9794921875"
"1605632","392","392","392","21.75","21.75","21.75"
"1609728","393","393","393","21.75","21.75","21.75"
"1613824","394","394","394","21.75","21.75","21.75"
"1617920","395","395","395","21.75","21.75","21.75"
"1622016","396","396","396","21.75","21.75","21.75"
"1626112","397","397","397","21.75","21.75","21.75"
"1630208","398","398","398","21.75","21.75","21.75"
"1634304","399","399","399","21.75","21.75","21.75"
"1638400","400","400","400","21.75","21.75","21.75"
"1642496","401","401","401","21.75","21.75","21.75"
"1646592","402","402","402","21.75","21.75","21.75"
"1650688","403","403","403","21.75","21.75","21.75"
"1654784","404","404","404","21.75","21.75","21.75"
"1658880","405","405","405","21.75","21.75","21.75"
"1662976","406","406","406","21.75","21.75","21.75"
"1667072","407","407","407","21.75","21.75","21.75"
"1671168","408","408","408","21.75","21.75","21.75"
"1675264","409","409","409","21.75","21.75","21.75"
"1679360","410","410","410","21.75","21.75","21.75"
"1683456","411","411","411","21.75","21.75","21.75"
"1687552","412","412","412","21.75","21.75","21.75"
"1691648","413","413","413","21.75","21.75","21.75"
"1695744","414","414","414","21.75","21.75","21.75"
"1699840","415","415","415","21.75","21.75","21.75"
"1703936","416","416","416","21.75","21.75","21.75"
"1708032","417","417","417","21.75","21.75","21.75"
"1712128","418","418","418","21.75","21.75","21.75"
"1716224","419","419","419","21.75","21.75","21.75"
"1720320","420","420","420","21.75","21.75","21.75"
"1724416","421","421","421","21.75","21.75","21.75"
"1728512","422","422","422","21.75","21.75","21.75"
"1732608","423","423","423","21.75","21.75","21.75"
"1736704","424","424","424","21.75","21.75","21.75"
"1740800","425","425","425","21.75","21.75","21.75"
"1744896","426","426","426","21.75","21.75","21.75"
"1748992","427","427","427","21.75","21.75","21.75"
"1753088","428","428","428","21.75","21.75","21.75"
"1757184","429","429","429","21.75","21.75","21.75"
"1761280","430","430","430","21.75","21.75","21.75"
"1765376","431","431","431","21.75","21.75","21.75"
"1769472","432","432","432","21.75","21.75","21.75"
"1773568","433","433","433","21.75","21.75","21.75"
"1777664","434","434","434","21.75","21.75","21.75"
"1781760","435","435","435","21.75","21.75","21.75"
"1785856","436","436","436","21.75","21.75","21.75"
"1789952","437","437","437","21.75","21.75","21.75"
"1794048","438","438","438","21.75","21.75","21.75"
"1798144","439","439","439","21.75","21.75","21.75"
"1802240","440","440","440","21.75","21.75","21.75"
"1806336","441","441","441","21.75","21.75","21.75"
"1810432","442","442","442","21.75","21.75","21.75"
"1814528","443","443","443","21.75","21.75","21.75"
"1818624","444","444","444","21.75","21.75","21.75"
"1822720","445","445","445","21.75","21.75","21.75"
"1826816","446","446","446","21.75","21.75","21.75"
"1830912","447","447","447","21.75","21.75","21.75"
"1835008","448","448","448","21.75","21.75","21.75"
"1839104","449","449","449","21.75","21.75","21.75"
"1843200","450","450","450","21.75","21.75","21.75"
"1847296","451","451","451","21.75","21.75","21.75"
"1851392","452","452","452","21.75","21.75","21.75"
"1855488","453","453","453","21.75","21.75","21.75"
"1859584","454","454","454","21.75","21.75","21.75"
"1863680","455","455","455","21.75","21.75","21.75"
"1867776","456","456","456","21.75","21.75","21.75"
"1871872","457","457","457","21.75","21.75","21.75"
"1875968","458","458","458","21.75","21.75","21.75"
"1880064","459","459","459","21.75","21.75","21.75"
"1884160","460","460","460","21.75","21.75","21.75"
"1888256","461","461","461","21.75","21.75","21.75"
"1892352","462","462","462","21.75","21.75","21.75"
"1896448","463","463","463","21.75","21.75","21.75"
"1900544","464","464","464","21.75","21.75","21.75"
"1904640","465","465","465","21.75","21.75","21.75"
"1908736","466","466","466","21.75","21.75","21.75"
"1912832","467","467","467","21.75","21.75","21.75"
"1916928","468","468","468","21.75","21.75","21.75"
"1921024","469","469","469","25.733642578125","25.733642578125","25.733642578125"
"1925120","470","470","470","35.9140625","35.9140625","35.9140625"
"1929216","471","471","471","35.9140625","35.9140625","35.9140625"
"1933312","472","472","472","35.9140625","35.9140625","35.9140625"
"1937408","473","473","473","35.9140625","35.9140625","35.9140625"
"1941504","474","474","474","35.9140625","35.9140625","35.9140625"
"1945600","475","475","475","35.9140625","35.9140625","35.9140625"
"1949696","476","476","476","35.9140625","35.9140625","35.9140625"
"1953792","477","477","477","35.9140625","35.9140625","35.9140625"
"1957888","478","478","478","35.9140625","35.9140625","35.9140625"
"1961984","479","479","479","35.9140625","35.9140625","35.9140625"
"1966080","480","480","480","35.9140625","35.9140625","35.9140625"
"1970176","481","481","481","35.9140625","35.9140625","35.9140625"
"1974272","482","482","482","35.9140625","35.9140625","35.9140625"
"1978368","483","483","483","35.9140625","35.9140625","35.9140625"
"1982464","484","484","484","35.9140625","35.9140625","35.9140625"
"1986560","485","485","485","35.9140625","35.9140625","35.9140625"
"1990656","486","486","486","35.9140625","35.9140625","35.9140625"
"1994752","487","487","487","35.9140625","35.9140625","35.9140625"
"1998848","488","488","488","35.9140625","35.9140625","35.9140625"
"2002944","489","489","489","35.9140625","35.9140625","35.9140625"
"2007040","490","490","490","35.9140625","35.9140625","35.9140625"
"2011136","491","491","491","35.9140625","35.9140625","35.9140625"
"2015232","492","492","492","35.9140625","35.9140625","35.9140625"
"2019328","493","493","493","35.9140625","35.9140625","35.9140625"
"2023424","494","494","494","35.9140625","35.9140625","35.9140625"
"2027520","495","495","495","35.9140625","35.9140625","35.9140625"
"2031616","496","496","496","35.9140625","35.9140625","35.9140625"
"2035712","497","497","497","35.9140625","35.9140625","35.9140625"
"2039808","498","498","498","35.9140625","35.9140625","35.9140625"
"2043904","499","499","499","35.9140625","35.9140625","35.9140625"
"2048000","500","500","500","35.9140625","35.9140625","35.9140625"
"2052096","501","501","501","35.9140625","35.9140625","35.9140625"
"2056192","502","502","502","35.9140625","35.9140625","35.9140625"
"2060288","503","503","503","35.9140625","35.9140625","35.9140625"
"2064384","504","504","504","35.9140625","35.9140625","35.9140625"
"2068480","505","505","505","35.9140625","35.9140625","35.9140625"
"2072576","506","506","506","35.9140625","35.9140625","35.9140625"
"2076672","507","507","507","35.9140625","35.9140625","35.9140625"
"2080768","508","508","508","35.9140625","35.9140625","35.9140625"
"2084864","509","509","509","35.9140625","35.9140625","35.9140625"
"2088960","510","510","510","35.9140625","35.9140625","35.9140625"
"2093056","511","511","511","35.9140625","35.9140625","35.9140625"
"2097152","512","512","512","35.9140625","35.9140625","35.9140625"
"2101248","513","513","513","35.9140625","35.9140625","35.9140625"
"2105344","514","514","514","35.9140625","35.9140625","35.9140625"
"2109440","515","515","515","35.9140625","35.9140625","35.9140625"
"2113536","516","516","516","35.9140625","35.9140625","35.9140625"
"2117632","517","517","517","35.9140625","35.9140625","35.9140625"
"2121728","518","518","518","35.9140625","35.9140625","35.9140625"
"2125824","519","519","519","35.9140625","35.9140625","35.9140625"
"2129920","520","520","520","35.9140625","35.9140625","35.9140625"
"2134016","521","521","521","35.9140625","35.9140625","35.9140625"
"2138112","522","522","522","35.9140625","35.9140625","35.9140625"
"2142208","523","523","523","35.9140625","35.9140625","35.9140625"
"2146304","524","524","524","35.9140625","35.9140625","35.9140625"
"2150400","525","525","525","35.9140625","35.9140625","35.9140625"
"2154496","526","526","526","35.9140625","35.9140625","35.9140625"
"2158592","527","527","527","35.9140625","35.9140625","35.9140625"
"2162688","528","528","528","35.9140625","35.9140625","35.9140625"
"2166784","529","529","529","35.9140625","35.9140625","35.9140625"
"2170880","530","530","530","35.9140625","35.9140625","35.9140625"
"2174976","531","531","531","35.9140625","35.9140625","35.9140625"
"2179072","532","532","532","35.9140625","35.9140625","35.9140625"
"2183168","533","533","533","35.9140625","35.9140625","35.9140625"
"2187264","534","534","534","35.9140625","35.9140625","35.9140625"
