"env_step","pqn_Freeway-MinAtar - _step","pqn_Freeway-MinAtar - _step__MIN","pqn_Freeway-MinAtar - _step__MAX","pqn_Freeway-MinAtar - returned_episode_returns","pqn_Freeway-MinAtar - returned_episode_returns__MIN","pqn_Freeway-MinAtar - returned_episode_returns__MAX"
"221184","54","54","54","0","0","0"
"225280","55","55","55","0","0","0"
"229376","56","56","56","0","0","0"
"233472","57","57","57","0","0","0"
"237568","58","58","58","0","0","0"
"241664","59","59","59","0","0","0"
"245760","60","60","60","0","0","0"
"249856","61","61","61","0","0","0"
"253952","62","62","62","0","0","0"
"258048","63","63","63","0","0","0"
"262144","64","64","64","0","0","0"
"266240","65","65","65","0","0","0"
"270336","66","66","66","0","0","0"
"274432","67","67","67","0","0","0"
"278528","68","68","68","0","0","0"
"282624","69","69","69","0","0","0"
"286720","70","70","70","0","0","0"
"290816","71","71","71","0","0","0"
"294912","72","72","72","0","0","0"
"299008","73","73","73","0","0","0"
"303104","74","74","74","0","0","0"
"307200","75","75","75","0","0","0"
"311296","76","76","76","0","0","0"
"315392","77","77","77","0","0","0"
"319488","78","78","78","0","0","0"
"323584","79","79","79","0.41064453125","0.41064453125","0.41064453125"
"327680","80","80","80","0.453125","0.453125","0.453125"
"331776","81","81","81","0.453125","0.453125","0.453125"
"335872","82","82","82","0.453125","0.453125","0.453125"
"339968","83","83","83","0.453125","0.453125","0.453125"
"344064","84","84","84","0.453125","0.453125","0.453125"
"348160","85","85","85","0.453125","0.453125","0.453125"
"352256","86","86","86","0.453125","0.453125","0.453125"
"356352","87","87","87","0.453125","0.453125","0.453125"
"360448","88","88","88","0.453125","0.453125","0.453125"
"364544","89","89","89","0.453125","0.453125","0.453125"
"368640","90","90","90","0.453125","0.453125","0.453125"
"372736","91","91","91","0.453125","0.453125","0.453125"
"376832","92","92","92","0.453125","0.453125","0.453125"
"380928","93","93","93","0.453125","0.453125","0.453125"
"385024","94","94","94","0.453125","0.453125","0.453125"
"389120","95","95","95","0.453125","0.453125","0.453125"
"393216","96","96","96","0.453125","0.453125","0.453125"
"397312","97","97","97","0.453125","0.453125","0.453125"
"401408","98","98","98","0.453125","0.453125","0.453125"
"405504","99","99","99","0.453125","0.453125","0.453125"
"409600","100","100","100","0.453125","0.453125","0.453125"
"413696","101","101","101","0.453125","0.453125","0.453125"
"417792","102","102","102","0.453125","0.453125","0.453125"
"421888","103","103","103","0.453125","0.453125","0.453125"
"425984","104","104","104","0.453125","0.453125","0.453125"
"430080","105","105","105","0.453125","0.453125","0.453125"
"434176","106","106","106","0.453125","0.453125","0.453125"
"438272","107","107","107","0.453125","0.453125","0.453125"
"442368","108","108","108","0.453125","0.453125","0.453125"
"446464","109","109","109","0.453125","0.453125","0.453125"
"450560","110","110","110","0.453125","0.453125","0.453125"
"454656","111","111","111","0.453125","0.453125","0.453125"
"458752","112","112","112","0.453125","0.453125","0.453125"
"462848","113","113","113","0.453125","0.453125","0.453125"
"466944","114","114","114","0.453125","0.453125","0.453125"
"471040","115","115","115","0.453125","0.453125","0.453125"
"475136","116","116","116","0.453125","0.453125","0.453125"
"479232","117","117","117","0.453125","0.453125","0.453125"
"483328","118","118","118","0.453125","0.453125","0.453125"
"487424","119","119","119","0.453125","0.453125","0.453125"
"491520","120","120","120","0.453125","0.453125","0.453125"
"495616","121","121","121","0.453125","0.453125","0.453125"
"499712","122","122","122","0.453125","0.453125","0.453125"
"503808","123","123","123","0.453125","0.453125","0.453125"
"507904","124","124","124","0.453125","0.453125","0.453125"
"512000","125","125","125","0.453125","0.453125","0.453125"
"516096","126","126","126","0.453125","0.453125","0.453125"
"520192","127","127","127","0.453125","0.453125","0.453125"
"524288","128","128","128","0.453125","0.453125","0.453125"
"528384","129","129","129","0.453125","0.453125","0.453125"
"532480","130","130","130","0.453125","0.453125","0.453125"
"536576","131","131","131","0.453125","0.453125","0.453125"
"540672","132","132","132","0.453125","0.453125","0.453125"
"544768","133","133","133","0.453125","0.453125","0.453125"
"548864","134","134","134","0.453125","0.453125","0.453125"
"552960","135","135","135","0.453125","0.453125","0.453125"
"557056","136","136","136","0.453125","0.453125","0.453125"
"561152","137","137","137","0.453125","0.453125","0.453125"
"565248","138","138","138","0.453125","0.453125","0.453125"
"569344","139","139","139","0.453125","0.453125","0.453125"
"573440","140","140","140","0.453125","0.453125","0.453125"
"577536","141","141","141","0.453125","0.453125","0.453125"
"581632","142","142","142","0.453125","0.453125","0.453125"
"585728","143","143","143","0.453125","0.453125","0.453125"
"589824","144","144","144","0.453125","0.453125","0.453125"
"593920","145","145","145","0.453125","0.453125","0.453125"
"598016","146","146","146","0.453125","0.453125","0.453125"
"602112","147","147","147","0.453125","0.453125","0.453125"
"606208","148","148","148","0.453125","0.453125","0.453125"
"610304","149","149","149","0.453125","0.453125","0.453125"
"614400","150","150","150","0.453125","0.453125","0.453125"
"618496","151","151","151","0.453125","0.453125","0.453125"
"622592","152","152","152","0.453125","0.453125","0.453125"
"626688","153","153","153","0.453125","0.453125","0.453125"
"630784","154","154","154","0.453125","0.453125","0.453125"
"634880","155","155","155","0.453125","0.453125","0.453125"
"638976","156","156","156","0.453125","0.453125","0.453125"
"643072","157","157","157","1.4541015625","1.4541015625","1.4541015625"
"647168","158","158","158","1.734375","1.734375","1.734375"
"651264","159","159","159","1.734375","1.734375","1.734375"
"655360","160","160","160","1.734375","1.734375","1.734375"
"659456","161","161","161","1.734375","1.734375","1.734375"
"663552","162","162","162","1.734375","1.734375","1.734375"
"667648","163","163","163","1.734375","1.734375","1.734375"
"671744","164","164","164","1.734375","1.734375","1.734375"
"675840","165","165","165","1.734375","1.734375","1.734375"
"679936","166","166","166","1.734375","1.734375","1.734375"
"684032","167","167","167","1.734375","1.734375","1.734375"
"688128","168","168","168","1.734375","1.734375","1.734375"
"692224","169","169","169","1.734375","1.734375","1.734375"
"696320","170","170","170","1.734375","1.734375","1.734375"
"700416","171","171","171","1.734375","1.734375","1.734375"
"704512","172","172","172","1.734375","1.734375","1.734375"
"708608","173","173","173","1.734375","1.734375","1.734375"
"712704","174","174","174","1.734375","1.734375","1.734375"
"716800","175","175","175","1.734375","1.734375","1.734375"
"720896","176","176","176","1.734375","1.734375","1.734375"
"724992","177","177","177","1.734375","1.734375","1.734375"
"729088","178","178","178","1.734375","1.734375","1.734375"
"733184","179","179","179","1.734375","1.734375","1.734375"
"737280","180","180","180","1.734375","1.734375","1.734375"
"741376","181","181","181","1.734375","1.734375","1.734375"
"745472","182","182","182","1.734375","1.734375","1.734375"
"749568","183","183","183","1.734375","1.734375","1.734375"
"753664","184","184","184","1.734375","1.734375","1.734375"
"757760","185","185","185","1.734375","1.734375","1.734375"
"761856","186","186","186","1.734375","1.734375","1.734375"
"765952","187","187","187","1.734375","1.734375","1.734375"
"770048","188","188","188","1.734375","1.734375","1.734375"
"774144","189","189","189","1.734375","1.734375","1.734375"
"778240","190","190","190","1.734375","1.734375","1.734375"
"782336","191","191","191","1.734375","1.734375","1.734375"
"786432","192","192","192","1.734375","1.734375","1.734375"
"790528","193","193","193","1.734375","1.734375","1.734375"
"794624","194","194","194","1.734375","1.734375","1.734375"
"798720","195","195","195","1.734375","1.734375","1.734375"
"802816","196","196","196","1.734375","1.734375","1.734375"
"806912","197","197","197","1.734375","1.734375","1.734375"
"811008","198","198","198","1.734375","1.734375","1.734375"
"815104","199","199","199","1.734375","1.734375","1.734375"
"819200","200","200","200","1.734375","1.734375","1.734375"
"823296","201","201","201","1.734375","1.734375","1.734375"
"827392","202","202","202","1.734375","1.734375","1.734375"
"831488","203","203","203","1.734375","1.734375","1.734375"
"835584","204","204","204","1.734375","1.734375","1.734375"
"839680","205","205","205","1.734375","1.734375","1.734375"
"843776","206","206","206","1.734375","1.734375","1.734375"
"847872","207","207","207","1.734375","1.734375","1.734375"
"851968","208","208","208","1.734375","1.734375","1.734375"
"856064","209","209","209","1.734375","1.734375","1.734375"
"860160","210","210","210","1.734375","1.734375","1.734375"
"864256","211","211","211","1.734375","1.734375","1.734375"
"868352","212","212","212","1.734375","1.734375","1.734375"
"872448","213","213","213","1.734375","1.734375","1.734375"
"876544","214","214","214","1.734375","1.734375","1.734375"
"880640","215","215","215","1.734375","1.734375","1.734375"
"884736","216","216","216","1.734375","1.734375","1.734375"
"888832","217","217","217","1.734375","1.734375","1.734375"
"892928","218","218","218","1.734375","1.734375","1.734375"
"897024","219","219","219","1.734375","1.734375","1.734375"
"901120","220","220","220","1.734375","1.734375","1.734375"
"905216","221","221","221","1.734375","1.734375","1.734375"
"909312","222","222","222","1.734375","1.734375","1.734375"
"913408","223","223","223","1.734375","1.734375","1.734375"
"917504","224","224","224","1.734375","1.734375","1.734375"
"921600","225","225","225","1.734375","1.734375","1.734375"
"925696","226","226","226","1.734375","1.734375","1.734375"
"929792","227","227","227","1.734375","1.734375","1.734375"
"933888","228","228","228","1.734375","1.734375","1.734375"
"937984","229","229","229","1.734375","1.734375","1.734375"
"942080","230","230","230","1.734375","1.734375","1.734375"
"946176","231","231","231","1.734375","1.734375","1.734375"
"950272","232","232","232","1.734375","1.734375","1.734375"
"954368","233","233","233","1.734375","1.734375","1.734375"
"958464","234","234","234","1.734375","1.734375","1.734375"
"962560","235","235","235","4.00048828125","4.00048828125","4.00048828125"
"966656","236","236","236","5.1875","5.1875","5.1875"
"970752","237","237","237","5.1875","5.1875","5.1875"
"974848","238","238","238","5.1875","5.1875","5.1875"
"978944","239","239","239","5.1875","5.1875","5.1875"
"983040","240","240","240","5.1875","5.1875","5.1875"
"987136","241","241","241","5.1875","5.1875","5.1875"
"991232","242","242","242","5.1875","5.1875","5.1875"
"995328","243","243","243","5.1875","5.1875","5.1875"
"999424","244","244","244","5.1875","5.1875","5.1875"
"1003520","245","245","245","5.1875","5.1875","5.1875"
"1007616","246","246","246","5.1875","5.1875","5.1875"
"1011712","247","247","247","5.1875","5.1875","5.1875"
"1015808","248","248","248","5.1875","5.1875","5.1875"
"1019904","249","249","249","5.1875","5.1875","5.1875"
"1024000","250","250","250","5.1875","5.1875","5.1875"
"1028096","251","251","251","5.1875","5.1875","5.1875"
"1032192","252","252","252","5.1875","5.1875","5.1875"
"1036288","253","253","253","5.1875","5.1875","5.1875"
"1040384","254","254","254","5.1875","5.1875","5.1875"
"1044480","255","255","255","5.1875","5.1875","5.1875"
"1048576","256","256","256","5.1875","5.1875","5.1875"
"1052672","257","257","257","5.1875","5.1875","5.1875"
"1056768","258","258","258","5.1875","5.1875","5.1875"
"1060864","259","259","259","5.1875","5.1875","5.1875"
"1064960","260","260","260","5.1875","5.1875","5.1875"
"1069056","261","261","261","5.1875","5.1875","5.1875"
"1073152","262","262","262","5.1875","5.1875","5.1875"
"1077248","263","263","263","5.1875","5.1875","5.1875"
"1081344","264","264","264","5.1875","5.1875","5.1875"
"1085440","265","265","265","5.1875","5.1875","5.1875"
"1089536","266","266","266","5.1875","5.1875","5.1875"
"1093632","267","267","267","5.1875","5.1875","5.1875"
"1097728","268","268","268","5.1875","5.1875","5.1875"
"1101824","269","269","269","5.1875","5.1875","5.1875"
"1105920","270","270","270","5.1875","5.1875","5.1875"
"1110016","271","271","271","5.1875","5.1875","5.1875"
"1114112","272","272","272","5.1875","5.1875","5.1875"
"1118208","273","273","273","5.1875","5.1875","5.1875"
"1122304","274","274","274","5.1875","5.1875","5.1875"
"1126400","275","275","275","5.1875","5.1875","5.1875"
"1130496","276","276","276","5.1875","5.1875","5.1875"
"1134592","277","277","277","5.1875","5.1875","5.1875"
"1138688","278","278","278","5.1875","5.1875","5.1875"
"1142784","279","279","279","5.1875","5.1875","5.1875"
"1146880","280","280","280","5.1875","5.1875","5.1875"
"1150976","281","281","281","5.1875","5.1875","5.1875"
"1155072","282","282","282","5.1875","5.1875","5.1875"
"1159168","283","283","283","5.1875","5.1875","5.1875"
"1163264","284","284","284","5.1875","5.1875","5.1875"
"1167360","285","285","285","5.1875","5.1875","5.1875"
"1171456","286","286","286","5.1875","5.1875","5.1875"
"1175552","287","287","287","5.1875","5.1875","5.1875"
"1179648","288","288","288","5.1875","5.1875","5.1875"
"1183744","289","289","289","5.1875","5.1875","5.1875"
"1187840","290","290","290","5.1875","5.1875","5.1875"
"1191936","291","291","291","5.1875","5.1875","5.1875"
"1196032","292","292","292","5.1875","5.1875","5.1875"
"1200128","293","293","293","5.1875","5.1875","5.1875"
"1204224","294","294","294","5.1875","5.1875","5.1875"
"1208320","295","295","295","5.1875","5.1875","5.1875"
"1212416","296","296","296","5.1875","5.1875","5.1875"
"1216512","297","297","297","5.1875","5.1875","5.1875"
"1220608","298","298","298","5.1875","5.1875","5.1875"
"1224704","299","299","299","5.1875","5.1875","5.1875"
"1228800","300","300","300","5.1875","5.1875","5.1875"
"1232896","301","301","301","5.1875","5.1875","5.1875"
"1236992","302","302","302","5.1875","5.1875","5.1875"
"1241088","303","303","303","5.1875","5.1875","5.1875"
"1245184","304","304","304","5.1875","5.1875","5.1875"
"1249280","305","305","305","5.1875","5.1875","5.1875"
"1253376","306","306","306","5.1875","5.1875","5.1875"
"1257472","307","307","307","5.1875","5.1875","5.1875"
"1261568","308","308","308","5.1875","5.1875","5.1875"
"1265664","309","309","309","5.1875","5.1875","5.1875"
"1269760","310","310","310","5.1875","5.1875","5.1875"
"1273856","311","311","311","5.1875","5.1875","5.1875"
"1277952","312","312","312","5.1875","5.1875","5.1875"
"1282048","313","313","313","7.91845703125","7.91845703125","7.91845703125"
"1286144","314","314","314","10.328125","10.328125","10.328125"
"1290240","315","315","315","10.328125","10.328125","10.328125"
"1294336","316","316","316","10.328125","10.328125","10.328125"
"1298432","317","317","317","10.328125","10.328125","10.328125"
"1302528","318","318","318","10.328125","10.328125","10.328125"
"1306624","319","319","319","10.328125","10.328125","10.328125"
"1310720","320","320","320","10.328125","10.328125","10.328125"
"1314816","321","321","321","10.328125","10.328125","10.328125"
"1318912","322","322","322","10.328125","10.328125","10.328125"
"1323008","323","323","323","10.328125","10.328125","10.328125"
"1327104","324","324","324","10.328125","10.328125","10.328125"
"1331200","325","325","325","10.328125","10.328125","10.328125"
"1335296","326","326","326","10.328125","10.328125","10.328125"
"1339392","327","327","327","10.328125","10.328125","10.328125"
"1343488","328","328","328","10.328125","10.328125","10.328125"
"1347584","329","329","329","10.328125","10.328125","10.328125"
"1351680","330","330","330","10.328125","10.328125","10.328125"
"1355776","331","331","331","10.328125","10.328125","10.328125"
"1359872","332","332","332","10.328125","10.328125","10.328125"
"1363968","333","333","333","10.328125","10.328125","10.328125"
"1368064","334","334","334","10.328125","10.328125","10.328125"
"1372160","335","335","335","10.328125","10.328125","10.328125"
"1376256","336","336","336","10.328125","10.328125","10.328125"
"1380352","337","337","337","10.328125","10.328125","10.328125"
"1384448","338","338","338","10.328125","10.328125","10.328125"
"1388544","339","339","339","10.328125","10.328125","10.328125"
"1392640","340","340","340","10.328125","10.328125","10.328125"
"1396736","341","341","341","10.328125","10.328125","10.328125"
"1400832","342","342","342","10.328125","10.328125","10.328125"
"1404928","343","343","343","10.328125","10.328125","10.328125"
"1409024","344","344","344","10.328125","10.328125","10.328125"
"1413120","345","345","345","10.328125","10.328125","10.328125"
"1417216","346","346","346","10.328125","10.328125","10.328125"
"1421312","347","347","347","10.328125","10.328125","10.328125"
"1425408","348","348","348","10.328125","10.328125","10.328125"
"1429504","349","349","349","10.328125","10.328125","10.328125"
"1433600","350","350","350","10.328125","10.328125","10.328125"
"1437696","351","351","351","10.328125","10.328125","10.328125"
"1441792","352","352","352","10.328125","10.328125","10.328125"
"1445888","353","353","353","10.328125","10.328125","10.328125"
"1449984","354","354","354","10.328125","10.328125","10.328125"
"1454080","355","355","355","10.328125","10.328125","10.328125"
"1458176","356","356","356","10.328125","10.328125","10.328125"
"1462272","357","357","357","10.328125","10.328125","10.328125"
"1466368","358","358","358","10.328125","10.328125","10.328125"
"1470464","359","359","359","10.328125","10.328125","10.328125"
"1474560","360","360","360","10.328125","10.328125","10.328125"
"1478656","361","361","361","10.328125","10.328125","10.328125"
"1482752","362","362","362","10.328125","10.328125","10.328125"
"1486848","363","363","363","10.328125","10.328125","10.328125"
"1490944","364","364","364","10.328125","10.328125","10.328125"
"1495040","365","365","365","10.328125","10.328125","10.328125"
"1499136","366","366","366","10.328125","10.328125","10.328125"
"1503232","367","367","367","10.328125","10.328125","10.328125"
"1507328","368","368","368","10.328125","10.328125","10.328125"
"1511424","369","369","369","10.328125","10.328125","10.328125"
"1515520","370","370","370","10.328125","10.328125","10.328125"
"1519616","371","371","371","10.328125","10.328125","10.328125"
"1523712","372","372","372","10.328125","10.328125","10.328125"
"1527808","373","373","373","10.328125","10.328125","10.328125"
"1531904","374","374","374","10.328125","10.328125","10.328125"
"1536000","375","375","375","10.328125","10.328125","10.328125"
"1540096","376","376","376","10.328125","10.328125","10.328125"
"1544192","377","377","377","10.328125","10.328125","10.328125"
"1548288","378","378","378","10.328125","10.328125","10.328125"
"1552384","379","379","379","10.328125","10.328125","10.328125"
"1556480","380","380","380","10.328125","10.328125","10.328125"
"1560576","381","381","381","10.328125","10.328125","10.328125"
"1564672","382","382","382","10.328125","10.328125","10.328125"
"1568768","383","383","383","10.328125","10.328125","10.328125"
"1572864","384","384","384","10.328125","10.328125","10.328125"
"1576960","385","385","385","10.328125","10.328125","10.328125"
"1581056","386","386","386","10.328125","10.328125","10.328125"
"1585152","387","387","387","10.328125","10.328125","10.328125"
"1589248","388","388","388","10.328125","10.328125","10.328125"
"1593344","389","389","389","10.328125","10.328125","10.328125"
"1597440","390","390","390","10.328125","10.328125","10.328125"
"1601536","391","391","391","15.37451171875","15.37451171875","15.37451171875"
"1605632","392","392","392","22.75","22.75","22.75"
"1609728","393","393","393","22.75","22.75","22.75"
"1613824","394","394","394","22.75","22.75","22.75"
"1617920","395","395","395","22.75","22.75","22.75"
"1622016","396","396","396","22.75","22.75","22.75"
"1626112","397","397","397","22.75","22.75","22.75"
"1630208","398","398","398","22.75","22.75","22.75"
"1634304","399","399","399","22.75","22.75","22.75"
"1638400","400","400","400","22.75","22.75","22.75"
"1642496","401","401","401","22.75","22.75","22.75"
"1646592","402","402","402","22.75","22.75","22.75"
"1650688","403","403","403","22.75","22.75","22.75"
"1654784","404","404","404","22.75","22.75","22.75"
"1658880","405","405","405","22.75","22.75","22.75"
"1662976","406","406","406","22.75","22.75","22.75"
"1667072","407","407","407","22.75","22.75","22.75"
"1671168","408","408","408","22.75","22.75","22.75"
"1675264","409","409","409","22.75","22.75","22.75"
"1679360","410","410","410","22.75","22.75","22.75"
"1683456","411","411","411","22.75","22.75","22.75"
"1687552","412","412","412","22.75","22.75","22.75"
"1691648","413","413","413","22.75","22.75","22.75"
"1695744","414","414","414","22.75","22.75","22.75"
"1699840","415","415","415","22.75","22.75","22.75"
"1703936","416","416","416","22.75","22.75","22.75"
"1708032","417","417","417","22.75","22.75","22.75"
"1712128","418","418","418","22.75","22.75","22.75"
"1716224","419","419","419","22.75","22.75","22.75"
"1720320","420","420","420","22.75","22.75","22.75"
"1724416","421","421","421","22.75","22.75","22.75"
"1728512","422","422","422","22.75","22.75","22.75"
"1732608","423","423","423","22.75","22.75","22.75"
"1736704","424","424","424","22.75","22.75","22.75"
"1740800","425","425","425","22.75","22.75","22.75"
"1744896","426","426","426","22.75","22.75","22.75"
"1748992","427","427","427","22.75","22.75","22.75"
"1753088","428","428","428","22.75","22.75","22.75"
"1757184","429","429","429","22.75","22.75","22.75"
"1761280","430","430","430","22.75","22.75","22.75"
"1765376","431","431","431","22.75","22.75","22.75"
"1769472","432","432","432","22.75","22.75","22.75"
"1773568","433","433","433","22.75","22.75","22.75"
"1777664","434","434","434","22.75","22.75","22.75"
"1781760","435","435","435","22.75","22.75","22.75"
"1785856","436","436","436","22.75","22.75","22.75"
"1789952","437","437","437","22.75","22.75","22.75"
"1794048","438","438","438","22.75","22.75","22.75"
"1798144","439","439","439","22.75","22.75","22.75"
"1802240","440","440","440","22.75","22.75","22.75"
"1806336","441","441","441","22.75","22.75","22.75"
"1810432","442","442","442","22.75","22.75","22.75"
"1814528","443","443","443","22.75","22.75","22.75"
"1818624","444","444","444","22.75","22.75","22.75"
"1822720","445","445","445","22.75","22.75","22.75"
"1826816","446","446","446","22.75","22.75","22.75"
"1830912","447","447","447","22.75","22.75","22.75"
"1835008","448","448","448","22.75","22.75","22.75"
"1839104","449","449","449","22.75","22.75","22.75"
"1843200","450","450","450","22.75","22.75","22.75"
"1847296","451","451","451","22.75","22.75","22.75"
"1851392","452","452","452","22.75","22.75","22.75"
"1855488","453","453","453","22.75","22.75","22.75"
"1859584","454","454","454","22.75","22.75","22.75"
"1863680","455","455","455","22.75","22.75","22.75"
"1867776","456","456","456","22.75","22.75","22.75"
"1871872","457","457","457","22.75","22.75","22.75"
"1875968","458","458","458","22.75","22.75","22.75"
"1880064","459","459","459","22.75","22.75","22.75"
"1884160","460","460","460","22.75","22.75","22.75"
"1888256","461","461","461","22.75","22.75","22.75"
"1892352","462","462","462","22.75","22.75","22.75"
"1896448","463","463","463","22.75","22.75","22.75"
"1900544","464","464","464","22.75","22.75","22.75"
"1904640","465","465","465","22.75","22.75","22.75"
"1908736","466","466","466","22.75","22.75","22.75"
"1912832","467","467","467","22.75","22.75","22.75"
"1916928","468","468","468","22.75","22.75","22.75"
"1921024","469","469","469","26.746826171875","26.746826171875","26.746826171875"
"1925120","470","470","470","36.9609375","36.9609375","36.9609375"
"1929216","471","471","471","36.9609375","36.9609375","36.9609375"
"1933312","472","472","472","36.9609375","36.9609375","36.9609375"
"1937408","473","473","473","36.9609375","36.9609375","36.9609375"
"1941504","474","474","474","36.9609375","36.9609375","36.9609375"
"1945600","475","475","475","36.9609375","36.9609375","36.9609375"
"1949696","476","476","476","36.9609375","36.9609375","36.9609375"
"1953792","477","477","477","36.9609375","36.9609375","36.9609375"
"1957888","478","478","478","36.9609375","36.9609375","36.9609375"
"1961984","479","479","479","36.9609375","36.9609375","36.9609375"
"1966080","480","480","480","36.9609375","36.9609375","36.9609375"
"1970176","481","481","481","36.9609375","36.9609375","36.9609375"
"1974272","482","482","482","36.9609375","36.9609375","36.9609375"
"1978368","483","483","483","36.9609375","36.9609375","36.9609375"
"1982464","484","484","484","36.9609375","36.9609375","36.9609375"
"1986560","485","485","485","36.9609375","36.9609375","36.9609375"
"1990656","486","486","486","36.9609375","36.9609375","36.9609375"
"1994752","487","487","487","36.9609375","36.9609375","36.9609375"
"1998848","488","488","488","36.9609375","36.9609375","36.9609375"
"2002944","489","489","489","36.9609375","36.9609375","36.9609375"
"2007040","490","490","490","36.9609375","36.9609375","36.9609375"
"2011136","491","491","491","36.9609375","36.9609375","36.9609375"
"2015232","492","492","492","36.9609375","36.9609375","36.9609375"
"2019328","493","493","493","36.9609375","36.9609375","36.9609375"
"2023424","494","494","494","36.9609375","36.9609375","36.9609375"
"2027520","495","495","495","36.9609375","36.9609375","36.9609375"
"2031616","496","496","496","36.9609375","36.9609375","36.9609375"
"2035712","497","497","497","36.9609375","36.9609375","36.9609375"
"2039808","498","498","498","36.9609375","36.9609375","36.9609375"
"2043904","499","499","499","36.9609375","36.9609375","36.9609375"
"2048000","500","500","500","36.9609375","36.9609375","36.9609375"
"2052096","501","501","501","36.9609375","36.9609375","36.9609375"
"2056192","502","502","502","36.9609375","36.9609375","36.9609375"
"2060288","503","503","503","36.9609375","36.9609375","36.9609375"
"2064384","504","504","504","36.9609375","36.9609375","36.9609375"
"2068480","505","505","505","36.9609375","36.9609375","36.9609375"
"2072576","506","506","506","36.9609375","36.9609375","36.9609375"
"2076672","507","507","507","36.9609375","36.9609375","36.9609375"
"2080768","508","508","508","36.9609375","36.9609375","36.9609375"
"2084864","509","509","509","36.9609375","36.9609375","36.9609375"
"2088960","510","510","510","36.9609375","36.9609375","36.9609375"
"2093056","511","511","511","36.9609375","36.9609375","36.9609375"
"2097152","512","512","512","36.9609375","36.9609375","36.9609375"
"2101248","513","513","513","36.9609375","36.9609375","36.9609375"
"2105344","514","514","514","36.9609375","36.9609375","36.9609375"
"2109440","515","515","515","36.9609375","36.9609375","36.9609375"
"2113536","516","516","516","36.9609375","36.9609375","36.9609375"
"2117632","517","517","517","36.9609375","36.9609375","36.9609375"
"2121728","518","518","518","36.9609375","36.9609375","36.9609375"
"2125824","519","519","519","36.9609375","36.9609375","36.9609375"
"2129920","520","520","520","36.9609375","36.9609375","36.9609375"
"2134016","521","521","521","36.9609375","36.9609375","36.9609375"
"2138112","522","522","522","36.9609375","36.9609375","36.9609375"
"2142208","523","523","523","36.9609375","36.9609375","36.9609375"
"2146304","524","524","524","36.9609375","36.9609375","36.9609375"
"2150400","525","525","525","36.9609375","36.9609375","36.9609375"
"2154496","526","526","526","36.9609375","36.9609375","36.9609375"
"2158592","527","527","527","36.9609375","36.9609375","36.9609375"
"2162688","528","528","528","36.9609375","36.9609375","36.9609375"
"2166784","529","529","529","36.9609375","36.9609375","36.9609375"
"2170880","530","530","530","36.9609375","36.9609375","36.9609375"
"2174976","531","531","531","36.9609375","36.9609375","36.9609375"
"2179072","532","532","532","36.9609375","36.9609375","36.9609375"
"2183168","533","533","533","36.9609375","36.9609375","36.9609375"
"2187264","534","534","534","36.9609375","36.9609375","36.9609375"
"2191360","535","535","535","36.9609375","36.9609375","36.9609375"
"2195456","536","536","536","36.9609375","36.9609375","36.9609375"
"2199552","537","537","537","36.9609375","36.9609375","36.9609375"
"2203648","538","538","538","36.9609375","36.9609375","36.9609375"
"2207744","539","539","539","36.9609375","36.9609375","36.9609375"
"2211840","540","540","540","36.9609375","36.9609375","36.9609375"
"2215936","541","541","541","36.9609375","36.9609375","36.9609375"
