"env_step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.41064453125","0.41064453125","0.41064453125"
"12288","3","3","3","0.431396484375","0.431396484375","0.431396484375"
"16384","4","4","4","0.45263671875","0.45263671875","0.45263671875"
"20480","5","5","5","0.415283203125","0.415283203125","0.415283203125"
"24576","6","6","6","0.449951171875","0.449951171875","0.449951171875"
"28672","7","7","7","0.453369140625","0.453369140625","0.453369140625"
"32768","8","8","8","0.449462890625","0.449462890625","0.449462890625"
"36864","9","9","9","0.4501953125","0.4501953125","0.4501953125"
"40960","10","10","10","0.44775390625","0.44775390625","0.44775390625"
"45056","11","11","11","0.43896484375","0.43896484375","0.43896484375"
"49152","12","12","12","0.4228515625","0.4228515625","0.4228515625"
"53248","13","13","13","0.39892578125","0.39892578125","0.39892578125"
"57344","14","14","14","0.437255859375","0.437255859375","0.437255859375"
"61440","15","15","15","0.464599609375","0.464599609375","0.464599609375"
"65536","16","16","16","0.418212890625","0.418212890625","0.418212890625"
"69632","17","17","17","0.469970703125","0.469970703125","0.469970703125"
"73728","18","18","18","0.481689453125","0.481689453125","0.481689453125"
"77824","19","19","19","0.385009765625","0.385009765625","0.385009765625"
"81920","20","20","20","0.472412109375","0.472412109375","0.472412109375"
"86016","21","21","21","0.48193359375","0.48193359375","0.48193359375"
"90112","22","22","22","0.482421875","0.482421875","0.482421875"
"94208","23","23","23","0.47265625","0.47265625","0.47265625"
"98304","24","24","24","0.41845703125","0.41845703125","0.41845703125"
"102400","25","25","25","0.46435546875","0.46435546875","0.46435546875"
"106496","26","26","26","0.460693359375","0.460693359375","0.460693359375"
"110592","27","27","27","0.46484375","0.46484375","0.46484375"
"114688","28","28","28","0.4814453125","0.4814453125","0.4814453125"
"118784","29","29","29","0.4521484375","0.4521484375","0.4521484375"
"122880","30","30","30","0.52294921875","0.52294921875","0.52294921875"
"126976","31","31","31","0.58837890625","0.58837890625","0.58837890625"
"131072","32","32","32","0.494873046875","0.494873046875","0.494873046875"
"135168","33","33","33","0.50439453125","0.50439453125","0.50439453125"
"139264","34","34","34","0.454345703125","0.454345703125","0.454345703125"
"143360","35","35","35","0.5341796875","0.5341796875","0.5341796875"
"147456","36","36","36","0.453857421875","0.453857421875","0.453857421875"
"151552","37","37","37","0.48046875","0.48046875","0.48046875"
"155648","38","38","38","0.555908203125","0.555908203125","0.555908203125"
"159744","39","39","39","0.4697265625","0.4697265625","0.4697265625"
"163840","40","40","40","0.48291015625","0.48291015625","0.48291015625"
"167936","41","41","41","0.54638671875","0.54638671875","0.54638671875"
"172032","42","42","42","0.568603515625","0.568603515625","0.568603515625"
"176128","43","43","43","0.529541015625","0.529541015625","0.529541015625"
"180224","44","44","44","0.427978515625","0.427978515625","0.427978515625"
"184320","45","45","45","0.56103515625","0.56103515625","0.56103515625"
"188416","46","46","46","0.544189453125","0.544189453125","0.544189453125"
"192512","47","47","47","0.53125","0.53125","0.53125"
"196608","48","48","48","0.580322265625","0.580322265625","0.580322265625"
"200704","49","49","49","0.52001953125","0.52001953125","0.52001953125"
"204800","50","50","50","0.564453125","0.564453125","0.564453125"
"208896","51","51","51","0.657470703125","0.657470703125","0.657470703125"
"212992","52","52","52","0.551025390625","0.551025390625","0.551025390625"
"217088","53","53","53","0.614501953125","0.614501953125","0.614501953125"
"221184","54","54","54","0.64697265625","0.64697265625","0.64697265625"
"225280","55","55","55","0.612060546875","0.612060546875","0.612060546875"
"229376","56","56","56","0.593017578125","0.593017578125","0.593017578125"
"233472","57","57","57","0.6005859375","0.6005859375","0.6005859375"
"237568","58","58","58","0.62109375","0.62109375","0.62109375"
"241664","59","59","59","0.539306640625","0.539306640625","0.539306640625"
"245760","60","60","60","0.48876953125","0.48876953125","0.48876953125"
"249856","61","61","61","0.61474609375","0.61474609375","0.61474609375"
"253952","62","62","62","0.5751953125","0.5751953125","0.5751953125"
"258048","63","63","63","0.637451171875","0.637451171875","0.637451171875"
"262144","64","64","64","0.67578125","0.67578125","0.67578125"
"266240","65","65","65","0.55029296875","0.55029296875","0.55029296875"
"270336","66","66","66","0.566650390625","0.566650390625","0.566650390625"
